movie_name,movie_description,target,id
Old,A tropical holiday turns into a horrific nightmare when a family visits a secluded beach that somehow causes them to age rapidly -- reducing their entire lives into a single day.,Horror,e7f2a90a
Eternals,"Marvel Studios' Eternals features an exciting new team of Super Heroes in the Marvel Cinematic Universe, ancient aliens who have been living on Earth in secret for thousands of years. Following the events of Avengers: Endgame, an unexpected tragedy forces them out of the shadows to reunite against mankind's most ancient enemy, the Deviants.",Action,ecd1df78
Candyman,"For as long as residents can remember, the housing projects of Chicago's Cabrini-Green neighborhood were terrorized by a word-of-mouth ghost story about a supernatural killer with a hook for a hand, easily summoned by those daring to repeat his name five times into a mirror. In present day, a decade after the last of the Cabrini towers were torn down, visual artist Anthony McCoy (Yahya Abdul-Mateen II; HBO's Watchmen, Us) and his partner, gallery director Brianna Cartwright (Teyonah Parris; If Beale Street Could Talk, The Photograph), move into a luxury loft condo in Cabrini, now gentrified beyond recognition and inhabited by upwardly mobile millennials. With Anthony's painting career on the brink of stalling, a chance encounter with a Cabrini-Green old-timer (Colman Domingo; HBO's Euphoria, Assassination Nation) exposes Anthony to the tragically horrific nature of the true story behind Candyman. Anxious to maintain his status in the Chicago art world, Anthony begins to explore these macabre details in his studio as fresh grist for paintings, unknowingly opening a door to a complex past that unravels his own sanity and unleashes a terrifying wave of violence that puts him on a collision course with destiny.",Horror,dec83bdf
Fresh,"FRESH follows Noa (Daisy Edgar-Jones), who meets the alluring Steve (Sebastian Stan) at a grocery store and -- given her frustration with dating apps -- takes a chance and gives him her number. After their first date, Noa is smitten and accepts Steve's invitation to a romantic weekend getaway. Only to find that her new paramour has been hiding some unusual appetites.",Horror,db712cdc
House of Gucci,"House of Gucci is inspired by the shocking true story of the family behind the Italian fashion empire. When Patrizia Reggiani (Lady Gaga), an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins to unravel the family legacy and triggers a reckless spiral of betrayal, decadence, revenge, and ultimately... murder.",Drama,914356cd
Me Time,"When a stay-at-home dad finds himself with some ""me time"" for the first time in years while his wife and kids are away, he reconnects with his former best friend for a wild weekend that nearly upends his life.",Comedy,6add0ef8
Thirteen Lives,"Thirteen Lives recounts the incredible true story of the tremendous global effort to rescue a Thai soccer team who become trapped in the Tham Luang cave during an unexpected rainstorm. Faced with insurmountable odds, a team of the world's most skilled and experienced divers -- uniquely able to navigate the maze of flooded, narrow cave tunnels -- join with Thai forces and more than 10,000 volunteers to attempt a harrowing rescue of the twelve boys and their coach. With impossibly high stakes and the entire world watching, the group embarks on their most challenging dive yet, showcasing the limitlessness of the human spirit in the process.",Drama,99ec12ac
Jeepers Creepers,"After making a horrific discovery in the basement of an old abandoned church, Trish (Gina Philips) and her brother Darry (Justin Long) watch their routine road trip home from college turn into a heart-stopping race for their lives. They find themselves the chosen prey of an indestructible force that relentlessly pursues them and gives a new and chilling meaning to the old song ""Jeepers Creepers.""",Horror,92848ec6
Don't Look Up,"Kate Dibiasky (Jennifer Lawrence), an astronomy grad student, and her professor Dr. Randall Mindy (Leonardo DiCaprio) make an astounding discovery of a comet orbiting within the solar system. The problem: it's on a direct collision course with Earth. The other problem? No one really seems to care. Turns out warning mankind about a planet-killer the size of Mount Everest is an inconvenient fact to navigate. With the help of Dr. Oglethorpe (Rob Morgan), Kate and Randall embark on a media tour that takes them from the office of an indifferent President Orlean (Meryl Streep) and her sycophantic son and Chief of Staff, Jason (Jonah Hill), to the airwaves of The Daily Rip, an upbeat morning show hosted by Brie (Cate Blanchett) and Jack (Tyler Perry). With only six months until the comet makes impact, managing the 24-hour news cycle and gaining the attention of the social media obsessed public before it's too late proves shockingly comical -- what will it take to get the world to just look up?!",Comedy,acb74962
Sonic the Hedgehog 2,"The world's favorite blue hedgehog is back for a next-level adventure in SONIC THE HEDGEHOG 2. After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",Kids,b6034f2a
Creep,"Aaron answers an online ad and drives to a stranger's house to film him for the day. The man wants to make a movie for his unborn child, but his requests become more bizarre as the day goes along.",Horror,53b07240
Trick 'r Treat,"Interwoven stories demonstrate that some traditions are best not forgotten as the residents (Anna Paquin, Brian Cox, Dylan Baker) of a small town face real ghosts and goblins on Halloween. Tales of terror reveal the consequences of extinguishing a Jack-o-Lantern before midnight and a grumpy hermit's encounter with a sinister trick-or-treater.",Horror,5735c321
The Watcher,"The Watcher is an exciting psychological thriller that takes a unique look into the minds of both a serial killer and the man who must, reluctantly, pursue him. In an almost Hitchcockian way, the film quickly introduces us to the killer, David Allen Griffin, played by Keanu Reeves, who for many years, preyed on lonely young women in the Los Angeles area. The story is set up to create a taut cat-and-mouse game between Griffin and FBI agent Joel Campbell.",Mystery,e92b7d93
Scary Stories to Tell in the Dark,The shadow of the Bellows family has loomed large in the small town of Mill Valley for generations. It's in a mansion that young Sarah Bellows turns her tortured life and horrible secrets into a series of scary stories. These terrifying tales soon have a way of becoming all too real for a group of unsuspecting teens who stumble upon Sarah's spooky home.,Horror,d69d2e7c
